Day,L,M,S,SD4neg,SD3neg,SD2neg,SD1neg,SD0,SD1,SD2,SD3,SD4
91,0.3933,13.4779,0.07474,9.763,10.658,11.554,12.493,13.478,14.508,15.585,16.709,17.833
92,0.3916,13.49,0.07476,9.771,10.668,11.564,12.504,13.49,14.522,15.6,16.725,17.851
93,0.39,13.502,0.07478,9.78,10.677,11.574,12.515,13.502,14.535,15.614,16.742,17.869
94,0.3884,13.5139,0.0748,9.788,10.686,11.584,12.526,13.514,14.548,15.629,16.758,17.887
95,0.3868,13.5258,0.07481,9.797,10.696,11.594,12.537,13.526,14.561,15.643,16.774,17.904
96,0.3852,13.5375,0.07483,9.805,10.705,11.604,12.548,13.538,14.574,15.658,16.79,17.922
97,0.3836,13.5492,0.07485,9.814,10.714,11.613,12.558,13.549,14.587,15.672,16.806,17.94
98,0.3821,13.5607,0.07486,9.822,10.723,11.623,12.569,13.561,14.599,15.686,16.821,17.956
99,0.3805,13.5722,0.07488,9.831,10.732,11.633,12.579,13.572,14.612,15.7,16.837,17.974
100,0.379,13.5836,0.0749,9.839,10.74,11.642,12.59,13.584,14.625,15.714,16.853,17.991
101,0.3774,13.5949,0.07491,9.847,10.749,11.652,12.6,13.595,14.637,15.728,16.868,18.008
102,0.3759,13.6061,0.07493,9.855,10.758,11.661,12.61,13.606,14.65,15.742,16.883,18.025
103,0.3744,13.6172,0.07494,9.863,10.767,11.671,12.62,13.617,14.662,15.755,16.898,18.041
104,0.3729,13.6283,0.07496,9.871,10.776,11.68,12.631,13.628,14.674,15.769,16.913,18.058
105,0.3714,13.6392,0.07498,9.879,10.784,11.689,12.64,13.639,14.686,15.782,16.928,18.074
106,0.3699,13.6501,0.07499,9.887,10.793,11.698,12.651,13.65,14.698,15.795,16.943,18.09
107,0.3684,13.6609,0.07501,9.895,10.801,11.707,12.66,13.661,14.71,15.809,16.958,18.107
108,0.3669,13.6716,0.07502,9.903,10.809,11.716,12.67,13.672,14.722,15.822,16.972,18.123
109,0.3655,13.6822,0.07504,9.91,10.818,11.725,12.68,13.682,14.734,15.835,16.987,18.139
110,0.364,13.6927,0.07505,9.918,10.826,11.734,12.689,13.693,14.745,15.847,17.001,18.154
111,0.3626,13.7031,0.07507,9.925,10.834,11.743,12.699,13.703,14.757,15.86,17.015,18.17
112,0.3611,13.7134,0.07509,9.932,10.842,11.751,12.708,13.713,14.768,15.873,17.03,18.186
113,0.3597,13.7237,0.0751,9.94,10.85,11.76,12.718,13.724,14.779,15.886,17.043,18.201
114,0.3583,13.7339,0.07512,9.947,10.858,11.769,12.727,13.734,14.791,15.898,17.058,18.217
115,0.3569,13.7439,0.07513,9.955,10.866,11.777,12.736,13.744,14.802,15.91,17.071,18.232
116,0.3555,13.7539,0.07515,9.962,10.873,11.785,12.745,13.754,14.813,15.923,17.085,18.247
117,0.3541,13.7638,0.07516,9.969,10.881,11.794,12.754,13.764,14.824,15.935,17.098,18.262
118,0.3527,13.7736,0.07518,9.976,10.889,11.802,12.763,13.774,14.834,15.947,17.112,18.277
119,0.3513,13.7834,0.07519,9.983,10.897,11.81,12.772,13.783,14.845,15.959,17.125,18.291
120,0.3499,13.793,0.07521,9.99,10.904,11.818,12.781,13.793,14.856,15.971,17.138,18.306
121,0.3485,13.8026,0.07522,9.997,10.912,11.826,12.79,13.803,14.866,15.982,17.151,18.321
122,0.3472,13.812,0.07524,10.003,10.919,11.834,12.798,13.812,14.877,15.994,17.165,18.335
123,0.3458,13.8214,0.07525,10.01,10.926,11.842,12.807,13.821,14.887,16.006,17.177,18.349
124,0.3445,13.8307,0.07527,10.017,10.933,11.85,12.815,13.831,14.898,16.017,17.19,18.364
125,0.3432,13.8399,0.07528,10.024,10.941,11.858,12.824,13.84,14.908,16.028,17.203,18.377
126,0.3418,13.849,0.0753,10.03,10.948,11.865,12.832,13.849,14.918,16.04,17.216,18.392
127,0.3405,13.8581,0.07531,10.037,10.955,11.873,12.84,13.858,14.928,16.051,17.228,18.405
128,0.3392,13.867,0.07532,10.043,10.962,11.88,12.848,13.867,14.938,16.062,17.24,18.418
129,0.3379,13.8759,0.07534,10.05,10.969,11.888,12.856,13.876,14.948,16.073,17.253,18.432
130,0.3366,13.8847,0.07535,10.056,10.976,11.895,12.864,13.885,14.957,16.083,17.264,18.445
131,0.3353,13.8934,0.07537,10.062,10.982,11.902,12.872,13.893,14.967,16.094,17.277,18.459
132,0.334,13.902,0.07538,10.068,10.989,11.91,12.88,13.902,14.976,16.105,17.288,18.472
133,0.3327,13.9105,0.0754,10.074,10.995,11.917,12.888,13.91,14.986,16.116,17.301,18.486
134,0.3314,13.919,0.07541,10.081,11.002,11.924,12.896,13.919,14.995,16.126,17.312,18.498
135,0.3301,13.9273,0.07542,10.087,11.009,11.931,12.903,13.927,15.004,16.136,17.323,18.511
136,0.3289,13.9356,0.07544,10.092,11.015,11.938,12.911,13.936,15.014,16.146,17.335,18.524
137,0.3276,13.9438,0.07545,10.099,11.022,11.945,12.918,13.944,15.023,16.157,17.346,18.536
138,0.3264,13.9519,0.07547,10.104,11.028,11.951,12.925,13.952,15.032,16.167,17.358,18.549
139,0.3251,13.96,0.07548,10.11,11.034,11.958,12.933,13.96,15.041,16.177,17.369,18.561
140,0.3239,13.9679,0.07549,10.116,11.04,11.965,12.94,13.968,15.049,16.186,17.38,18.573
141,0.3226,13.9758,0.07551,10.121,11.046,11.971,12.947,13.976,15.058,16.196,17.391,18.586
142,0.3214,13.9836,0.07552,10.127,11.052,11.978,12.954,13.984,15.067,16.206,17.402,18.598
143,0.3202,13.9913,0.07553,10.133,11.059,11.984,12.961,13.991,15.075,16.215,17.412,18.609
144,0.319,13.9989,0.07555,10.138,11.064,11.991,12.968,13.999,15.084,16.225,17.423,18.622
145,0.3177,14.0065,0.07556,10.144,11.07,11.997,12.975,14.006,15.092,16.234,17.434,18.633
146,0.3165,14.014,0.07557,10.149,11.076,12.003,12.982,14.014,15.101,16.244,17.444,18.645
147,0.3153,14.0214,0.07559,10.154,11.082,12.009,12.989,14.021,15.109,16.253,17.455,18.657
148,0.3141,14.0287,0.0756,10.16,11.088,12.015,12.995,14.029,15.117,16.262,17.465,18.668
149,0.3129,14.0359,0.07561,10.165,11.093,12.022,13.002,14.036,15.125,16.271,17.475,18.679
150,0.3117,14.0431,0.07563,10.17,11.099,12.027,13.008,14.043,15.133,16.28,17.485,18.691
151,0.3106,14.0502,0.07564,10.175,11.104,12.033,13.015,14.05,15.141,16.289,17.495,18.701
152,0.3094,14.0572,0.07565,10.18,11.11,12.039,13.021,14.057,15.149,16.297,17.505,18.712
153,0.3082,14.0642,0.07567,10.185,11.115,12.045,13.028,14.064,15.157,16.306,17.515,18.724
154,0.307,14.071,0.07568,10.19,11.12,12.051,13.034,14.071,15.164,16.315,17.524,18.734
155,0.3059,14.0778,0.07569,10.195,11.126,12.056,13.04,14.078,15.172,16.323,17.534,18.745
156,0.3047,14.0845,0.0757,10.2,11.131,12.062,13.046,14.084,15.179,16.331,17.543,18.755
157,0.3036,14.0912,0.07572,10.204,11.136,12.068,13.052,14.091,15.187,16.34,17.553,18.766
158,0.3024,14.0977,0.07573,10.209,11.141,12.073,13.058,14.098,15.194,16.348,17.562,18.776
159,0.3013,14.1042,0.07574,10.214,11.146,12.078,13.064,14.104,15.201,16.356,17.571,18.786
160,0.3001,14.1107,0.07575,10.219,11.151,12.084,13.07,14.111,15.208,16.364,17.58,18.796
161,0.299,14.117,0.07577,10.223,11.156,12.089,13.075,14.117,15.215,16.372,17.589,18.807
162,0.2979,14.1233,0.07578,10.228,11.161,12.094,13.081,14.123,15.222,16.38,17.598,18.816
163,0.2967,14.1295,0.07579,10.232,11.166,12.1,13.087,14.13,15.229,16.388,17.607,18.826
164,0.2956,14.1357,0.0758,10.237,11.171,12.105,13.093,14.136,15.236,16.395,17.616,18.836
165,0.2945,14.1418,0.07581,10.241,11.176,12.11,13.098,14.142,15.243,16.403,17.624,18.845
166,0.2934,14.1478,0.07583,10.245,11.18,12.115,13.103,14.148,15.25,16.411,17.633,18.855
167,0.2923,14.1538,0.07584,10.25,11.185,12.12,13.109,14.154,15.256,16.418,17.642,18.865
168,0.2912,14.1597,0.07585,10.254,11.189,12.125,13.114,14.16,15.263,16.426,17.65,18.874
169,0.2901,14.1655,0.07586,10.258,11.194,12.13,13.12,14.166,15.269,16.433,17.658,18.883
170,0.289,14.1713,0.07587,10.262,11.198,12.134,13.125,14.171,15.276,16.44,17.666,18.892
171,0.2879,14.177,0.07588,10.267,11.203,12.139,13.13,14.177,15.282,16.447,17.674,18.901
172,0.2868,14.1826,0.07589,10.271,11.207,12.144,13.135,14.183,15.288,16.454,17.682,18.91
173,0.2857,14.1882,0.07591,10.274,11.211,12.148,13.14,14.188,15.295,16.462,17.691,18.92
174,0.2847,14.1937,0.07592,10.278,11.216,12.153,13.145,14.194,15.301,16.468,17.698,18.928
175,0.2836,14.1992,0.07593,10.283,11.22,12.158,13.15,14.199,15.307,16.475,17.706,18.937
176,0.2825,14.2046,0.07594,10.286,11.224,12.162,13.155,14.205,15.313,16.482,17.714,18.946
177,0.2814,14.2099,0.07595,10.29,11.229,12.167,13.16,14.21,15.319,16.489,17.722,18.954
178,0.2804,14.2152,0.07596,10.294,11.233,12.171,13.165,14.215,15.325,16.495,17.729,18.963
179,0.2793,14.2205,0.07597,10.298,11.237,12.176,13.169,14.22,15.331,16.502,17.737,18.971
180,0.2783,14.2256,0.07598,10.302,11.241,12.18,13.174,14.226,15.336,16.509,17.744,18.979
181,0.2772,14.2307,0.07599,10.306,11.245,12.184,13.179,14.231,15.342,16.515,17.751,18.988
182,0.2762,14.2358,0.076,10.309,11.249,12.188,13.183,14.236,15.348,16.521,17.759,18.996
183,0.2751,14.2408,0.07601,10.313,11.253,12.192,13.188,14.241,15.353,16.528,17.766,19.004
184,0.2741,14.2458,0.07603,10.316,11.256,12.196,13.192,14.246,15.359,16.534,17.773,19.013
185,0.273,14.2507,0.07604,10.32,11.26,12.201,13.197,14.251,15.365,16.541,17.781,19.021
186,0.272,14.2555,0.07605,10.323,11.264,12.205,13.201,14.256,15.37,16.547,17.787,19.028
187,0.271,14.2603,0.07606,10.327,11.268,12.209,13.205,14.26,15.375,16.553,17.794,19.036
188,0.27,14.265,0.07607,10.33,11.271,12.212,13.21,14.265,15.381,16.559,17.801,19.044
189,0.2689,14.2697,0.07608,10.334,11.275,12.216,13.214,14.27,15.386,16.565,17.808,19.051
190,0.2679,14.2743,0.07609,10.337,11.279,12.22,13.218,14.274,15.391,16.57,17.815,19.059
191,0.2669,14.2789,0.0761,10.34,11.282,12.224,13.222,14.279,15.396,16.576,17.821,19.066
192,0.2659,14.2834,0.07611,10.344,11.286,12.228,13.226,14.283,15.401,16.582,17.828,19.074
193,0.2649,14.2879,0.07612,10.347,11.289,12.232,13.23,14.288,15.406,16.588,17.834,19.081
194,0.2639,14.2923,0.07613,10.35,11.293,12.235,13.234,14.292,15.411,16.593,17.841,19.088
195,0.2629,14.2967,0.07613,10.354,11.297,12.239,13.238,14.297,15.416,16.599,17.847,19.095
196,0.2619,14.3011,0.07614,10.357,11.3,12.243,13.242,14.301,15.421,16.604,17.853,19.102
197,0.2609,14.3053,0.07615,10.36,11.303,12.246,13.246,14.305,15.426,16.61,17.859,19.109
198,0.2599,14.3096,0.07616,10.363,11.307,12.25,13.25,14.31,15.431,16.615,17.866,19.116
199,0.2589,14.3137,0.07617,10.366,11.31,12.253,13.254,14.314,15.435,16.62,17.872,19.123
200,0.2579,14.3179,0.07618,10.369,11.313,12.257,13.258,14.318,15.44,16.626,17.878,19.13
201,0.2569,14.322,0.07619,10.372,11.316,12.26,13.261,14.322,15.444,16.631,17.884,19.137
202,0.256,14.326,0.0762,10.375,11.319,12.263,13.265,14.326,15.449,16.636,17.89,19.144
203,0.255,14.33,0.07621,10.378,11.322,12.267,13.269,14.33,15.453,16.641,17.896,19.15
204,0.254,14.334,0.07622,10.381,11.326,12.27,13.272,14.334,15.458,16.646,17.902,19.157
205,0.253,14.3379,0.07623,10.384,11.329,12.273,13.276,14.338,15.462,16.651,17.908,19.164
206,0.2521,14.3417,0.07623,10.387,11.332,12.277,13.279,14.342,15.467,16.656,17.913,19.169
207,0.2511,14.3456,0.07624,10.39,11.335,12.28,13.283,14.346,15.471,16.661,17.919,19.176
208,0.2502,14.3493,0.07625,10.393,11.338,12.283,13.286,14.349,15.475,16.666,17.924,19.182
209,0.2492,14.3531,0.07626,10.395,11.341,12.286,13.289,14.353,15.479,16.671,17.93,19.189
210,0.2482,14.3568,0.07627,10.398,11.344,12.289,13.293,14.357,15.484,16.676,17.935,19.195
211,0.2473,14.3604,0.07628,10.401,11.346,12.292,13.296,14.36,15.488,16.68,17.941,19.201
212,0.2463,14.364,0.07628,10.404,11.35,12.295,13.299,14.364,15.492,16.685,17.946,19.207
213,0.2454,14.3676,0.07629,10.406,11.352,12.298,13.303,14.368,15.496,16.689,17.951,19.213
214,0.2445,14.3711,0.0763,10.409,11.355,12.301,13.306,14.371,15.5,16.694,17.956,19.219
215,0.2435,14.3746,0.07631,10.411,11.358,12.304,13.309,14.375,15.504,16.698,17.962,19.225
216,0.2426,14.3781,0.07632,10.414,11.36,12.307,13.312,14.378,15.508,16.703,17.967,19.231
217,0.2417,14.3815,0.07632,10.417,11.363,12.31,13.315,14.382,15.511,16.707,17.972,19.236
218,0.2407,14.3849,0.07633,10.419,11.366,12.313,13.318,14.385,15.515,16.712,17.977,19.242
219,0.2398,14.3882,0.07634,10.422,11.369,12.316,13.321,14.388,15.519,16.716,17.982,19.248
220,0.2389,14.3915,0.07635,10.424,11.371,12.318,13.324,14.392,15.523,16.72,17.987,19.253
221,0.2379,14.3947,0.07635,10.427,11.374,12.321,13.327,14.395,15.526,16.724,17.991,19.258
222,0.237,14.398,0.07636,10.429,11.377,12.324,13.33,14.398,15.53,16.728,17.996,19.264
223,0.2361,14.4012,0.07637,10.432,11.379,12.326,13.333,14.401,15.534,16.733,18.001,19.27
224,0.2352,14.4043,0.07638,10.434,11.381,12.329,13.336,14.404,15.537,16.737,18.006,19.275
225,0.2343,14.4074,0.07638,10.436,11.384,12.332,13.339,14.407,15.54,16.741,18.01,19.28
226,0.2334,14.4105,0.07639,10.439,11.387,12.334,13.341,14.41,15.544,16.745,18.015,19.286
227,0.2325,14.4135,0.0764,10.441,11.389,12.337,13.344,14.414,15.547,16.749,18.02,19.291
228,0.2316,14.4165,0.0764,10.443,11.391,12.339,13.347,14.416,15.551,16.752,18.024,19.296
229,0.2307,14.4195,0.07641,10.446,11.394,12.342,13.35,14.42,15.554,16.756,18.029,19.301
230,0.2298,14.4225,0.07642,10.448,11.396,12.344,13.352,14.422,15.558,16.76,18.033,19.306
231,0.2289,14.4254,0.07642,10.45,11.399,12.347,13.355,14.425,15.561,16.764,18.037,19.311
232,0.228,14.4282,0.07643,10.452,11.401,12.349,13.358,14.428,15.564,16.767,18.042,19.316
233,0.2271,14.4311,0.07644,10.454,11.403,12.352,13.36,14.431,15.567,16.771,18.046,19.321
234,0.2262,14.4339,0.07644,10.457,11.406,12.354,13.363,14.434,15.57,16.775,18.05,19.325
235,0.2253,14.4367,0.07645,10.459,11.408,12.356,13.365,14.437,15.574,16.779,18.054,19.33
236,0.2244,14.4394,0.07646,10.461,11.41,12.359,13.368,14.439,15.577,16.782,18.059,19.335
237,0.2235,14.4421,0.07646,10.463,11.412,12.361,13.37,14.442,15.58,16.785,18.063,19.34
238,0.2227,14.4448,0.07647,10.465,11.414,12.363,13.373,14.445,15.583,16.789,18.067,19.345
239,0.2218,14.4475,0.07647,10.468,11.417,12.366,13.375,14.448,15.586,16.792,18.071,19.349
240,0.2209,14.4501,0.07648,10.469,11.419,12.368,13.377,14.45,15.589,16.796,18.075,19.354
241,0.22,14.4527,0.07649,10.471,11.421,12.37,13.38,14.453,15.592,16.799,18.079,19.358
242,0.2192,14.4553,0.07649,10.474,11.423,12.372,13.382,14.455,15.594,16.803,18.083,19.362
243,0.2183,14.4578,0.0765,10.475,11.425,12.374,13.384,14.458,15.597,16.806,18.087,19.367
244,0.2174,14.4604,0.0765,10.478,11.427,12.377,13.387,14.46,15.6,16.809,18.09,19.371
245,0.2166,14.4628,0.07651,10.479,11.429,12.379,13.389,14.463,15.603,16.812,18.094,19.376
246,0.2157,14.4653,0.07652,10.481,11.431,12.381,13.391,14.465,15.606,16.816,18.098,19.38
247,0.2148,14.4677,0.07652,10.483,11.433,12.383,13.393,14.468,15.609,16.819,18.102,19.384
248,0.214,14.4702,0.07653,10.485,11.435,12.385,13.396,14.47,15.611,16.822,18.106,19.389
249,0.2131,14.4725,0.07653,10.487,11.437,12.387,13.398,14.472,15.614,16.825,18.109,19.393
250,0.2123,14.4749,0.07654,10.489,11.439,12.389,13.4,14.475,15.617,16.828,18.113,19.397
251,0.2114,14.4772,0.07654,10.491,11.441,12.391,13.402,14.477,15.619,16.831,18.116,19.401
252,0.2106,14.4795,0.07655,10.492,11.443,12.393,13.404,14.48,15.622,16.834,18.12,19.405
253,0.2097,14.4818,0.07655,10.495,11.445,12.395,13.406,14.482,15.624,16.837,18.123,19.409
254,0.2089,14.4841,0.07656,10.496,11.446,12.397,13.408,14.484,15.627,16.84,18.127,19.413
255,0.2081,14.4863,0.07656,10.498,11.448,12.399,13.41,14.486,15.629,16.843,18.13,19.417
256,0.2072,14.4885,0.07657,10.5,11.45,12.4,13.412,14.488,15.632,16.846,18.134,19.421
257,0.2064,14.4907,0.07657,10.502,11.452,12.402,13.414,14.491,15.634,16.849,18.137,19.425
258,0.2056,14.4929,0.07658,10.503,11.454,12.404,13.416,14.493,15.637,16.852,18.14,19.429
259,0.2047,14.495,0.07658,10.505,11.456,12.406,13.418,14.495,15.639,16.854,18.143,19.432
260,0.2039,14.4971,0.07659,10.507,11.457,12.408,13.42,14.497,15.642,16.857,18.147,19.436
261,0.2031,14.4992,0.07659,10.509,11.459,12.41,13.422,14.499,15.644,16.86,18.15,19.44
262,0.2022,14.5013,0.0766,10.51,11.461,12.411,13.424,14.501,15.647,16.863,18.153,19.444
263,0.2014,14.5034,0.0766,10.512,11.463,12.413,13.426,14.503,15.649,16.865,18.156,19.447
264,0.2006,14.5054,0.07661,10.513,11.464,12.415,13.428,14.505,15.651,16.868,18.16,19.451
265,0.1998,14.5074,0.07661,10.515,11.466,12.417,13.43,14.507,15.653,16.871,18.163,19.455
266,0.199,14.5094,0.07662,10.517,11.467,12.418,13.431,14.509,15.656,16.874,18.166,19.459
267,0.1981,14.5114,0.07662,10.519,11.469,12.42,13.433,14.511,15.658,16.876,18.169,19.462
268,0.1973,14.5133,0.07663,10.52,11.471,12.422,13.435,14.513,15.66,16.879,18.172,19.466
269,0.1965,14.5153,0.07663,10.522,11.473,12.423,13.437,14.515,15.662,16.881,18.175,19.469
270,0.1957,14.5172,0.07663,10.523,11.474,12.425,13.439,14.517,15.664,16.884,18.178,19.472
271,0.1949,14.5191,0.07664,10.525,11.476,12.427,13.44,14.519,15.667,16.886,18.181,19.476
272,0.1941,14.521,0.07664,10.527,11.477,12.428,13.442,14.521,15.669,16.889,18.184,19.479
273,0.1933,14.5228,0.07665,10.528,11.479,12.43,13.444,14.523,15.671,16.891,18.187,19.483
274,0.1925,14.5247,0.07665,10.53,11.481,12.432,13.445,14.525,15.673,16.894,18.19,19.486
275,0.1917,14.5265,0.07666,10.531,11.482,12.433,13.447,14.526,15.675,16.896,18.193,19.49
276,0.1909,14.5283,0.07666,10.532,11.484,12.435,13.449,14.528,15.677,16.898,18.195,19.493
277,0.1901,14.5301,0.07666,10.534,11.485,12.436,13.45,14.53,15.679,16.901,18.198,19.496
278,0.1893,14.5319,0.07667,10.535,11.487,12.438,13.452,14.532,15.681,16.903,18.201,19.499
279,0.1885,14.5336,0.07667,10.537,11.488,12.439,13.453,14.534,15.683,16.905,18.204,19.502
280,0.1877,14.5354,0.07667,10.539,11.49,12.441,13.455,14.535,15.685,16.908,18.206,19.505
281,0.1869,14.5371,0.07668,10.54,11.491,12.442,13.457,14.537,15.687,16.91,18.209,19.509
282,0.1861,14.5388,0.07668,10.541,11.493,12.444,13.458,14.539,15.689,16.912,18.212,19.512
283,0.1853,14.5405,0.07669,10.543,11.494,12.445,13.46,14.54,15.691,16.915,18.215,19.515
284,0.1846,14.5422,0.07669,10.544,11.496,12.447,13.461,14.542,15.693,16.917,18.217,19.518
285,0.1838,14.5438,0.07669,10.546,11.497,12.448,13.463,14.544,15.695,16.919,18.22,19.521
286,0.183,14.5455,0.0767,10.547,11.498,12.45,13.464,14.546,15.697,16.921,18.223,19.524
287,0.1822,14.5471,0.0767,10.549,11.5,12.451,13.466,14.547,15.698,16.923,18.225,19.527
288,0.1814,14.5487,0.0767,10.55,11.501,12.453,13.467,14.549,15.7,16.925,18.227,19.53
289,0.1807,14.5503,0.07671,10.551,11.502,12.454,13.469,14.55,15.702,16.928,18.23,19.533
290,0.1799,14.5519,0.07671,10.553,11.504,12.455,13.47,14.552,15.704,16.93,18.233,19.536
291,0.1791,14.5535,0.07671,10.554,11.505,12.457,13.472,14.554,15.706,16.932,18.235,19.538
292,0.1784,14.555,0.07672,10.555,11.507,12.458,13.473,14.555,15.707,16.934,18.238,19.542
293,0.1776,14.5566,0.07672,10.557,11.508,12.459,13.474,14.557,15.709,16.936,18.24,19.544
294,0.1768,14.5581,0.07672,10.558,11.51,12.461,13.476,14.558,15.711,16.938,18.242,19.547
295,0.1761,14.5596,0.07673,10.559,11.511,12.462,13.477,14.56,15.713,16.94,18.245,19.55
296,0.1753,14.5611,0.07673,10.561,11.512,12.463,13.479,14.561,15.714,16.942,18.247,19.553
297,0.1745,14.5626,0.07673,10.562,11.513,12.465,13.48,14.563,15.716,16.944,18.25,19.555
298,0.1738,14.5641,0.07674,10.563,11.515,12.466,13.481,14.564,15.718,16.946,18.252,19.559
299,0.173,14.5656,0.07674,10.565,11.516,12.467,13.483,14.566,15.719,16.948,18.255,19.561
300,0.1723,14.567,0.07674,10.566,11.517,12.469,13.484,14.567,15.721,16.95,18.257,19.564
301,0.1715,14.5685,0.07675,10.567,11.518,12.47,13.485,14.568,15.723,16.952,18.259,19.567
302,0.1707,14.5699,0.07675,10.568,11.52,12.471,13.487,14.57,15.724,16.954,18.262,19.569
303,0.17,14.5713,0.07675,10.57,11.521,12.472,13.488,14.571,15.726,16.955,18.264,19.572
304,0.1692,14.5728,0.07675,10.571,11.523,12.474,13.489,14.573,15.728,16.957,18.266,19.574
305,0.1685,14.5742,0.07676,10.572,11.523,12.475,13.491,14.574,15.729,16.959,18.268,19.578
306,0.1678,14.5756,0.07676,10.573,11.525,12.476,13.492,14.576,15.731,16.961,18.271,19.58
307,0.167,14.5769,0.07676,10.575,11.526,12.477,13.493,14.577,15.732,16.963,18.273,19.582
308,0.1663,14.5783,0.07677,10.576,11.527,12.478,13.494,14.578,15.734,16.965,18.275,19.585
309,0.1655,14.5797,0.07677,10.577,11.528,12.48,13.496,14.58,15.735,16.967,18.277,19.588
310,0.1648,14.581,0.07677,10.578,11.53,12.481,13.497,14.581,15.737,16.968,18.279,19.59
311,0.164,14.5824,0.07677,10.58,11.531,12.482,13.498,14.582,15.738,16.97,18.281,19.593
312,0.1633,14.5837,0.07678,10.581,11.532,12.483,13.499,14.584,15.74,16.972,18.284,19.596
313,0.1626,14.585,0.07678,10.582,11.533,12.484,13.501,14.585,15.741,16.974,18.286,19.598
314,0.1618,14.5863,0.07678,10.583,11.534,12.486,13.502,14.586,15.743,16.975,18.288,19.6
315,0.1611,14.5876,0.07679,10.584,11.535,12.487,13.503,14.588,15.744,16.977,18.29,19.603
316,0.1604,14.5889,0.07679,10.585,11.537,12.488,13.504,14.589,15.746,16.979,18.292,19.605
317,0.1596,14.5902,0.07679,10.587,11.538,12.489,13.505,14.59,15.747,16.981,18.294,19.608
318,0.1589,14.5915,0.07679,10.588,11.539,12.49,13.507,14.592,15.749,16.982,18.296,19.61
319,0.1582,14.5928,0.0768,10.589,11.54,12.491,13.508,14.593,15.75,16.984,18.299,19.613
320,0.1575,14.594,0.0768,10.59,11.541,12.492,13.509,14.594,15.752,16.986,18.301,19.615
321,0.1567,14.5953,0.0768,10.591,11.543,12.494,13.51,14.595,15.753,16.988,18.303,19.617
322,0.156,14.5965,0.0768,10.593,11.544,12.495,13.511,14.596,15.754,16.989,18.304,19.62
323,0.1553,14.5978,0.07681,10.593,11.545,12.496,13.512,14.598,15.756,16.991,18.307,19.623
324,0.1546,14.599,0.07681,10.595,11.546,12.497,13.513,14.599,15.757,16.993,18.309,19.625
325,0.1539,14.6002,0.07681,10.596,11.547,12.498,13.515,14.6,15.759,16.994,18.31,19.627
326,0.1531,14.6014,0.07681,10.597,11.548,12.499,13.516,14.601,15.76,16.996,18.312,19.629
327,0.1524,14.6026,0.07681,10.598,11.549,12.5,13.517,14.603,15.761,16.997,18.314,19.631
328,0.1517,14.6038,0.07682,10.599,11.55,12.501,13.518,14.604,15.763,16.999,18.317,19.634
329,0.151,14.605,0.07682,10.6,11.551,12.502,13.519,14.605,15.764,17.001,18.318,19.636
330,0.1503,14.6062,0.07682,10.602,11.552,12.503,13.52,14.606,15.766,17.002,18.32,19.638
331,0.1496,14.6074,0.07682,10.603,11.554,12.505,13.521,14.607,15.767,17.004,18.322,19.64
332,0.1489,14.6086,0.07683,10.603,11.554,12.505,13.522,14.609,15.768,17.006,18.324,19.643
333,0.1482,14.6098,0.07683,10.605,11.556,12.507,13.523,14.61,15.77,17.007,18.326,19.645
334,0.1475,14.6109,0.07683,10.606,11.557,12.508,13.524,14.611,15.771,17.008,18.328,19.647
335,0.1468,14.6121,0.07683,10.607,11.558,12.509,13.526,14.612,15.772,17.01,18.33,19.65
336,0.1461,14.6132,0.07683,10.608,11.559,12.51,13.527,14.613,15.773,17.011,18.331,19.652
337,0.1454,14.6144,0.07684,10.609,11.56,12.511,13.528,14.614,15.775,17.013,18.334,19.654
338,0.1447,14.6155,0.07684,10.61,11.561,12.512,13.529,14.616,15.776,17.015,18.336,19.656
339,0.144,14.6167,0.07684,10.611,11.562,12.513,13.53,14.617,15.777,17.016,18.337,19.658
340,0.1433,14.6178,0.07684,10.612,11.563,12.514,13.531,14.618,15.779,17.018,18.339,19.66
341,0.1426,14.6189,0.07685,10.613,11.564,12.515,13.532,14.619,15.78,17.019,18.341,19.663
342,0.1419,14.62,0.07685,10.614,11.565,12.516,13.533,14.62,15.781,17.021,18.343,19.665
343,0.1412,14.6211,0.07685,10.615,11.566,12.517,13.534,14.621,15.782,17.022,18.345,19.667
344,0.1405,14.6223,0.07685,10.617,11.567,12.518,13.535,14.622,15.784,17.024,18.347,19.669
345,0.1398,14.6234,0.07685,10.618,11.568,12.519,13.536,14.623,15.785,17.025,18.348,19.671
346,0.1391,14.6245,0.07686,10.618,11.569,12.52,13.537,14.624,15.786,17.027,18.351,19.674
347,0.1384,14.6256,0.07686,10.62,11.57,12.521,13.538,14.626,15.788,17.028,18.352,19.676
348,0.1377,14.6267,0.07686,10.621,11.571,12.522,13.539,14.627,15.789,17.03,18.354,19.678
349,0.137,14.6277,0.07686,10.622,11.572,12.523,13.54,14.628,15.79,17.031,18.356,19.68
350,0.1364,14.6288,0.07686,10.623,11.573,12.524,13.541,14.629,15.791,17.032,18.357,19.682
351,0.1357,14.6299,0.07687,10.624,11.574,12.525,13.542,14.63,15.793,17.034,18.359,19.685
352,0.135,14.631,0.07687,10.625,11.575,12.526,13.543,14.631,15.794,17.036,18.361,19.687
353,0.1343,14.6321,0.07687,10.626,11.576,12.527,13.544,14.632,15.795,17.037,18.363,19.689
354,0.1336,14.6331,0.07687,10.627,11.577,12.528,13.545,14.633,15.796,17.038,18.364,19.69
